inputs,target
i love to use oils to create vivid landscapes. @ there is nothing like my mother.,"I love to use oils to create vivid landscapes which many people admire, especially my mother. She's always been my biggest fan; when it comes to being supportive, there is nothing like my mother."
i love to use oils to create vivid landscapes. @ there is nothing like my mother.,My mother likes arts and wishes she knows how to do oil paintings.
i love to use oils to create vivid landscapes. @ there is nothing like my mother.,i used to take classes from my mom before she passed away.
i like sports. @ my favorite food is pizza.,I like sports too because I need to exercise a lot in order to burn off all the calories I eat. I like all sorts of food but my favorite food is pizza.
i like sports. @ my favorite food is pizza.,I like to eat pizza when watching sports.
i like sports. @ my favorite food is pizza.,I eat and drink when i watch the games on tv.
i dropped out of college a month ago. @ i like football.,I only went for the sports.
i have no self control when it comes to candy. @ i have fresh employment mongering automobiles.,I have no self control when it comes to sports cars.
i have no self control when it comes to candy. @ i have fresh employment mongering automobiles.,My job allows me to afford all the candy I want.
i have no self control when it comes to candy. @ i have fresh employment mongering automobiles.,I lost a job for eating too much candy that was for sell.
human automation is my passion. @ my employment is manufacturing goods.,I use human automation in my business.
human automation is my passion. @ my employment is manufacturing goods.,I like working with machines.
human automation is my passion. @ my employment is manufacturing goods.,Wow that sounds like an exciting field.
i am in advertising. @ i like to listen to loud sounds.,How does that work? Lots of people say that but what does ot entail about someone or their abilities?
i am in advertising. @ i like to listen to loud sounds.,"Oh how interesting, how do you find inspiration for new ideas for your job? When I'm uninspired, I like to listen to music, what about you?"
i am in advertising. @ i like to listen to loud sounds.,"I am in advertising and I've learned that spots that command attention are the most effective, which is good for me because I like listening to loud sounds."
i reside on a zoo in a awesome state. @ i am a rock star on the strings.,My favorite thing to do with my strings is visit the zoo and strum for the animals. They get excited when they hear the music.
i reside on a zoo in a awesome state. @ i am a rock star on the strings.,I play music at the zoo.
i reside on a zoo in a awesome state. @ i am a rock star on the strings.,I could never stay in a zoo.  I travel around the world with my band.
"i wish i had been able to meet my father because i am smart like him. @  i come from spain , but most of my friend think i am from italy.",My dad was fully Italian.
"i wish i had been able to meet my father because i am smart like him. @  i come from spain , but most of my friend think i am from italy.",my father was a professor in spain
"i wish i had been able to meet my father because i am smart like him. @  i come from spain , but most of my friend think i am from italy.",My father is Spanish and has olive skin.
i am a great cook. @ i hate the taste of cheese.,I stay away from one ingredient that I hate.
i am a great cook. @ i hate the taste of cheese.,I love making pizza. But i really hate the taste of cheese.
i am a great cook. @ i hate the taste of cheese.,I love a great burger.
i like puppies. @ i do not like blue.,me too. i just bought a beautiful new sweater with a blue pup design.
i like puppies. @ i do not like blue.,My puppy has red fur which is my favorite color.
i like puppies. @ i do not like blue.,"My puppy has a red collar, since I don't like blue."
i like puppies. @ i do not like blue.,I like puppies and I bought my new puppies red and yellow collars because I do not like blue.
i like puppies. @ i do not like blue.,My neighbor once dyed his puppy's fur blue for Halloween and I hated it.
i like puppies. @ i do not like blue.,I like pitbulls but only certain types.
i do not like music. @ i have lots of friends.,Going to see a band with my mates is fun.
i do not like music. @ i have lots of friends.,neither do i or my many friends.
i enjoy making other people laugh. @ i love phones made by apple they are worth the money.,I like being a comedian.  I can now do it right on my expensive iphone through video recording.
i enjoy making other people laugh. @ i love phones made by apple they are worth the money.,I like to record my stand-up routine on my phone.
i enjoy making other people laugh. @ i love phones made by apple they are worth the money.,My favorite part about apple phones is taking funny selfies with them to make my friends laugh.
