inputs,target
i used to live in virginia now i live in pennsylvania. @ i have a medical condition that is made worse by the cold weather in my state.,My medical condition is worse since I moved to the cold climate of Pennsylvania.
i make all of my purchases online. @ i like snow and ice.,My packages were delayed because of the weather.
i make all of my purchases online. @ i like snow and ice.,This saves me from having to drive to the store in wintery conditions.
i make all of my purchases online. @ i like snow and ice.,i like going to the store when it's sunny outside.
my sister is a published author. @ i vacation in florida every winter.,After writing her last book my sister moved to Florida.
my sister is a published author. @ i vacation in florida every winter.,My sister lives in Florida now.
my sister is a published author. @ i vacation in florida every winter.,She moved to Florida.  I love to see her so I vacation in Florida every winter.
i am hopeful for marriage. @ i spend a lot of my time at the mall where i work at dillards.,"Since I want to be married, a lot of time at my job at the mall is spent looking at different wedding dresses."
i am hopeful for marriage. @ i spend a lot of my time at the mall where i work at dillards.,i hope to meet a significant other at my work some day
i am hopeful for marriage. @ i spend a lot of my time at the mall where i work at dillards.,I met my husband at the mall.
i hope she enjoys tourist like activites. @ i stopped traveling after marrying my love.,"I hope that she enjoys activities that come with tourism, which will help me get back in the traveling after a brief pause after marriage."
i hope she enjoys tourist like activites. @ i stopped traveling after marrying my love.,I haven't traveled in a few years.
i hope she enjoys tourist like activites. @ i stopped traveling after marrying my love.,"That would be nice for you. I used to, but I don't travel any more now that I've settled down with my spouse."
my spouse is a businessmen. @ i have been at the er forever.,my husband works as a doctor
my spouse is a businessmen. @ i have been at the er forever.,She paid for my hospital bills.
my spouse is a businessmen. @ i have been at the er forever.,My spouse if having an operation.  I've been here at the ER forever.
i have a dog that has behavioral issues. @ i love beef.,I have a dog that gets angry easily when I don't feed him meatloaf or steak when I'm cooking a nice family dinner.
i have a couple of male siblings greater in age than me. @ i like the ocean.,We used to surf together when we were little.
i have a couple of male siblings greater in age than me. @ i like the ocean.,Oh same! My oldest brother lives in a beach house!
i have a couple of male siblings greater in age than me. @ i like the ocean.,My favorite memories from growing up were visiting the ocean with my older brothers and having them take me surfing.
i am pretty good with a racquet. @ i have an older brother and an older sister.,I like to play tennis with my siblings.
i am pretty good with a racquet. @ i have an older brother and an older sister.,My brother and sister and I all play tennis.  They are older so they taught me.
i am pretty good with a racquet. @ i have an older brother and an older sister.,"I am pretty good with a racquet, which I learned from my siblings who are tennis pros. I learned early because I have an older brother and an older sister."
i am taking a year off before i start college. @ i am saving money to buy my first car.,I am taking a year off before college so I can save money for a car.
i am taking a year off before i start college. @ i am saving money to buy my first car.,What are you planing to do in the gap?
i am taking a year off before i start college. @ i am saving money to buy my first car.,I need to get a car before I go to college.
i love going to the gym. @ i love animals and i want to help them.,It is important for me to go to the gym so I am in good physical shape or my job helping animals.
